UserId,month,Reputation,Rank,index,UCreationDate,UAccessDate,ULocation,U.Views,PViewCount,tCount,qCount,aCount,changed
245265,27,425.0,78.0,1916,2010-01-07 04:24:05,2018-09-13 19:37:29,Canada,2171,2421.0,44,3,41,yes
245265,30,265.0,105.5,1916,2010-01-07 04:24:05,2018-09-13 19:37:29,Canada,2171,22090.0,33,13,20,yes
245265,32,238.0,113.0,1916,2010-01-07 04:24:05,2018-09-13 19:37:29,Canada,2171,8200.0,27,4,23,yes
242542,1,1914.0,8.0,15009,2010-01-03 03:24:01,2011-06-10 13:31:32,"Ann Arbor, MI",367,59218.0,211,33,178,no
242542,10,1535.0,5.0,15009,2010-01-03 03:24:01,2011-06-10 13:31:32,"Ann Arbor, MI",367,41680.0,169,20,149,no
244932,1,1541.0,9.0,47154,2010-01-06 17:55:44,2018-09-15 13:38:33,Nomad,878,66277805.0,291,269,22,no
244932,2,873.0,15.0,47154,2010-01-06 17:55:44,2018-09-15 13:38:33,Nomad,878,849286.0,122,67,55,no
244932,3,812.0,16.0,47154,2010-01-06 17:55:44,2018-09-15 13:38:33,Nomad,878,4317358.0,132,94,38,no
244932,4,403.0,33.0,47154,2010-01-06 17:55:44,2018-09-15 13:38:33,Nomad,878,684317.0,64,45,19,no
244932,5,1163.0,10.0,47154,2010-01-06 17:55:44,2018-09-15 13:38:33,Nomad,878,2059488.0,164,93,71,no
244932,11,395.0,21.0,47154,2010-01-06 17:55:44,2018-09-15 13:38:33,Nomad,878,20044.0,43,7,36,no
244932,12,133.0,67.0,47154,2010-01-06 17:55:44,2018-09-15 13:38:33,Nomad,878,881.0,15,1,14,no
244932,14,150.0,186.5,47154,2010-01-06 17:55:44,2018-09-15 13:38:33,Nomad,878,12028.0,17,4,13,no
244932,17,310.0,80.0,47154,2010-01-06 17:55:44,2018-09-15 13:38:33,Nomad,878,4830.0,34,6,28,yes
244932,19,438.0,40.5,47154,2010-01-06 17:55:44,2018-09-15 13:38:33,Nomad,878,5662.0,49,8,41,yes
244932,30,195.0,146.5,47154,2010-01-06 17:55:44,2018-09-15 13:38:33,Nomad,878,1365.0,20,1,19,yes
244932,32,20.0,989.5,47154,2010-01-06 17:55:44,2018-09-15 13:38:33,Nomad,878,3606.0,3,2,1,yes
244184,1,1466.0,10.0,21551,2010-01-05 19:17:28,2018-08-17 04:35:43,United States,232,145490.0,165,20,145,no
244184,13,377.0,126.0,21551,2010-01-05 19:17:28,2018-08-17 04:35:43,United States,232,1682.0,43,1,42,no
246310,5,120.0,84.0,28463,2010-01-08 10:39:02,2018-09-14 15:00:03,"Vilnius, Lithuania",1712,6364.0,14,4,10,no
246310,9,75.0,108.5,28463,2010-01-08 10:39:02,2018-09-14 15:00:03,"Vilnius, Lithuania",1712,33145.0,11,7,4,no
246310,26,768.0,46.0,28463,2010-01-08 10:39:02,2018-09-14 15:00:03,"Vilnius, Lithuania",1712,7126.0,79,2,77,yes
246310,29,124.0,246.0,28463,2010-01-08 10:39:02,2018-09-14 15:00:03,"Vilnius, Lithuania",1712,0.0,16,2,14,yes
242182,1,1307.0,14.0,8462,2010-01-02 05:19:03,2018-09-13 22:52:51,,53,16376.0,138,5,133,no
246119,1,1222.0,15.0,22576,2010-01-08 03:37:07,2018-09-13 12:50:27,Israel,824,52143546.0,229,207,22,no
246119,4,150.0,74.5,22576,2010-01-08 03:37:07,2018-09-13 12:50:27,Israel,824,408156.0,21,12,9,no
246119,7,1351.0,5.0,22576,2010-01-08 03:37:07,2018-09-13 12:50:27,Israel,824,301794.0,154,34,120,no
246119,15,65.0,337.0,22576,2010-01-08 03:37:07,2018-09-13 12:50:27,Israel,824,34635.0,9,5,4,no
246119,16,70.0,277.0,22576,2010-01-08 03:37:07,2018-09-13 12:50:27,Israel,824,64450.0,12,10,2,yes
246119,35,45.0,438.5,22576,2010-01-08 03:37:07,2018-09-13 12:50:27,Israel,824,1371.0,6,3,3,yes
242532,2,125.0,111.5,14456,2010-01-03 02:48:15,2018-08-20 16:32:52,Italy,226,79100.0,19,13,6,no
242532,3,265.0,47.0,14456,2010-01-03 02:48:15,2018-08-20 16:32:52,Italy,226,45080.0,30,7,23,no
242532,6,350.0,36.0,14456,2010-01-03 02:48:15,2018-08-20 16:32:52,Italy,226,35321.0,40,10,30,no
242532,8,290.0,36.0,14456,2010-01-03 02:48:15,2018-08-20 16:32:52,Italy,226,167230.0,36,14,22,no
247003,1,1060.0,21.0,2438,2010-01-09 09:57:00,2018-09-14 04:36:26,"Brisbane, Australia",291,16618.0,114,4,110,no
247003,2,240.0,60.0,2438,2010-01-09 09:57:00,2018-09-14 04:36:26,"Brisbane, Australia",291,205948.0,31,14,17,no
247003,4,568.0,23.5,2438,2010-01-09 09:57:00,2018-09-14 04:36:26,"Brisbane, Australia",291,2878.0,59,2,57,no
247003,7,35.0,169.5,2438,2010-01-09 09:57:00,2018-09-14 04:36:26,"Brisbane, Australia",291,27695.0,6,5,1,no
247003,28,26.0,994.5,2438,2010-01-09 09:57:00,2018-09-14 04:36:26,"Brisbane, Australia",291,0.0,5,2,3,yes
247003,29,35.0,768.0,2438,2010-01-09 09:57:00,2018-09-14 04:36:26,"Brisbane, Australia",291,3910.0,6,5,1,yes
243225,1,1027.0,22.0,36545,2010-01-04 14:10:44,2018-09-15 10:16:04,"Prague, Czech Republic",918,27804962.0,198,184,14,no
243225,3,183.0,69.0,36545,2010-01-04 14:10:44,2018-09-15 10:16:04,"Prague, Czech Republic",918,18788.0,24,9,15,no
243225,8,179.0,57.0,36545,2010-01-04 14:10:44,2018-09-15 10:16:04,"Prague, Czech Republic",918,130956.0,36,32,4,no
243225,9,1513.0,5.0,36545,2010-01-04 14:10:44,2018-09-15 10:16:04,"Prague, Czech Republic",918,13336279.0,283,261,22,no
243225,10,298.0,34.0,36545,2010-01-04 14:10:44,2018-09-15 10:16:04,"Prague, Czech Republic",918,1305408.0,50,38,12,no
243225,11,180.0,60.5,36545,2010-01-04 14:10:44,2018-09-15 10:16:04,"Prague, Czech Republic",918,597141.0,34,32,2,no
243225,13,55.0,892.5,36545,2010-01-04 14:10:44,2018-09-15 10:16:04,"Prague, Czech Republic",918,50542.0,9,7,2,no
243225,14,410.0,73.5,36545,2010-01-04 14:10:44,2018-09-15 10:16:04,"Prague, Czech Republic",918,1024012.0,78,74,4,no
243225,16,148.0,152.5,36545,2010-01-04 14:10:44,2018-09-15 10:16:04,"Prague, Czech Republic",918,119283.0,28,25,3,yes
243225,23,608.0,30.0,36545,2010-01-04 14:10:44,2018-09-15 10:16:04,"Prague, Czech Republic",918,774209.0,74,24,50,yes
243225,26,258.0,163.0,36545,2010-01-04 14:10:44,2018-09-15 10:16:04,"Prague, Czech Republic",918,158.0,27,1,26,yes
243225,27,35.0,938.0,36545,2010-01-04 14:10:44,2018-09-15 10:16:04,"Prague, Czech Republic",918,9876.0,4,1,3,yes
243225,30,90.0,308.5,36545,2010-01-04 14:10:44,2018-09-15 10:16:04,"Prague, Czech Republic",918,37417.0,15,12,3,yes
243225,33,78.0,274.0,36545,2010-01-04 14:10:44,2018-09-15 10:16:04,"Prague, Czech Republic",918,4439.0,12,7,5,yes
243225,34,18.0,1068.0,36545,2010-01-04 14:10:44,2018-09-15 10:16:04,"Prague, Czech Republic",918,4669.0,4,3,1,yes
243225,36,45.0,415.0,36545,2010-01-04 14:10:44,2018-09-15 10:16:04,"Prague, Czech Republic",918,1620.0,6,3,3,yes
246895,17,539.0,42.0,166,2010-01-09 03:14:36,2018-09-16 05:07:58,"San Jose, CA",1704,120156.0,62,12,50,yes
243238,2,45.0,235.0,38283,2010-01-04 14:30:12,2018-09-08 19:16:10,"San Francisco, CA",1463,34025.0,7,5,2,no
243238,7,605.0,16.0,38283,2010-01-04 14:30:12,2018-09-08 19:16:10,"San Francisco, CA",1463,372519.0,88,55,33,no
243238,8,1355.0,9.0,38283,2010-01-04 14:30:12,2018-09-08 19:16:10,"San Francisco, CA",1463,15509.0,142,13,129,no
243238,9,333.0,25.0,38283,2010-01-04 14:30:12,2018-09-08 19:16:10,"San Francisco, CA",1463,670726.0,46,23,23,no
243238,10,638.0,16.0,38283,2010-01-04 14:30:12,2018-09-08 19:16:10,"San Francisco, CA",1463,2928.0,68,6,62,no
243238,22,28.0,397.5,38283,2010-01-04 14:30:12,2018-09-08 19:16:10,"San Francisco, CA",1463,176410.0,6,5,1,yes
243238,33,335.0,74.5,38283,2010-01-04 14:30:12,2018-09-08 19:16:10,"San Francisco, CA",1463,172.0,34,1,33,yes
243238,34,95.0,252.0,38283,2010-01-04 14:30:12,2018-09-08 19:16:10,"San Francisco, CA",1463,12780.0,11,3,8,yes
247533,3,2824.0,2.0,18744,2010-01-10 16:22:28,2018-09-14 23:05:33,,6795,213668.0,296,20,276,no
247533,6,1030.0,13.0,18744,2010-01-10 16:22:28,2018-09-14 23:05:33,,6795,9520.0,111,16,95,no
247533,9,1768.0,2.0,18744,2010-01-10 16:22:28,2018-09-14 23:05:33,,6795,738.0,179,2,177,no
247533,15,3611.0,6.0,18744,2010-01-10 16:22:28,2018-09-14 23:05:33,,6795,700148.0,420,113,307,no
247533,16,1148.0,19.0,18744,2010-01-10 16:22:28,2018-09-14 23:05:33,,6795,4840.0,120,8,112,yes
247533,17,2895.0,7.0,18744,2010-01-10 16:22:28,2018-09-14 23:05:33,,6795,6144.0,293,7,286,yes
247533,28,925.0,29.0,18744,2010-01-10 16:22:28,2018-09-14 23:05:33,,6795,971.0,93,1,92,yes
247533,35,1810.0,10.0,18744,2010-01-10 16:22:28,2018-09-14 23:05:33,,6795,676.0,183,4,179,yes
244780,1,967.0,26.0,44279,2010-01-06 14:43:52,2018-09-14 15:10:26,"New York, NY",395,8517.0,106,9,97,no
244780,2,148.0,99.5,44279,2010-01-06 14:43:52,2018-09-14 15:10:26,"New York, NY",395,2224.0,23,2,21,no
244780,3,125.0,95.5,44279,2010-01-06 14:43:52,2018-09-14 15:10:26,"New York, NY",395,5999.0,16,7,9,no
244780,6,85.0,112.5,44279,2010-01-06 14:43:52,2018-09-14 15:10:26,"New York, NY",395,242190.0,16,15,1,no
244780,8,225.0,48.5,44279,2010-01-06 14:43:52,2018-09-14 15:10:26,"New York, NY",395,445999.0,39,33,6,no
244780,9,60.0,126.5,44279,2010-01-06 14:43:52,2018-09-14 15:10:26,"New York, NY",395,1470.0,7,2,5,no
244780,10,220.0,44.0,44279,2010-01-06 14:43:52,2018-09-14 15:10:26,"New York, NY",395,40854.0,25,6,19,no
244780,11,45.0,165.0,44279,2010-01-06 14:43:52,2018-09-14 15:10:26,"New York, NY",395,1549.0,5,1,4,no
244780,12,65.0,129.0,44279,2010-01-06 14:43:52,2018-09-14 15:10:26,"New York, NY",395,2480.0,9,5,4,no
244780,13,100.0,496.0,44279,2010-01-06 14:43:52,2018-09-14 15:10:26,"New York, NY",395,466.0,11,2,9,no
244780,28,18.0,1346.5,44279,2010-01-06 14:43:52,2018-09-14 15:10:26,"New York, NY",395,12171.0,4,3,1,yes
244780,32,80.0,331.0,44279,2010-01-06 14:43:52,2018-09-14 15:10:26,"New York, NY",395,3197292.0,15,14,1,yes
245706,1,964.0,27.0,11708,2010-01-07 16:41:56,2018-09-13 12:00:39,"Munich, Germany",1769,66766.0,103,6,97,no
245706,2,7032.0,1.0,11708,2010-01-07 16:41:56,2018-09-13 12:00:39,"Munich, Germany",1769,457621.0,753,42,711,no
245706,3,1612.0,8.0,11708,2010-01-07 16:41:56,2018-09-13 12:00:39,"Munich, Germany",1769,1751.0,167,2,165,no
245706,4,598.0,22.0,11708,2010-01-07 16:41:56,2018-09-13 12:00:39,"Munich, Germany",1769,4372.0,62,2,60,no
245706,5,25.0,216.5,11708,2010-01-07 16:41:56,2018-09-13 12:00:39,"Munich, Germany",1769,7883.0,4,3,1,no
245706,7,405.0,27.0,11708,2010-01-07 16:41:56,2018-09-13 12:00:39,"Munich, Germany",1769,19884.0,45,9,36,no
245706,8,265.0,39.5,11708,2010-01-07 16:41:56,2018-09-13 12:00:39,"Munich, Germany",1769,15542.0,29,5,24,no
245706,9,1491.0,6.0,11708,2010-01-07 16:41:56,2018-09-13 12:00:39,"Munich, Germany",1769,9300.0,153,4,149,no
245706,10,2180.0,1.0,11708,2010-01-07 16:41:56,2018-09-13 12:00:39,"Munich, Germany",1769,75786.0,230,13,217,no
245706,11,175.0,63.0,11708,2010-01-07 16:41:56,2018-09-13 12:00:39,"Munich, Germany",1769,24138.0,22,9,13,no
245706,12,791.0,11.0,11708,2010-01-07 16:41:56,2018-09-13 12:00:39,"Munich, Germany",1769,23543.0,85,7,78,no
245706,13,1050.0,33.0,11708,2010-01-07 16:41:56,2018-09-13 12:00:39,"Munich, Germany",1769,78942.0,108,6,102,no
245706,14,778.0,36.0,11708,2010-01-07 16:41:56,2018-09-13 12:00:39,"Munich, Germany",1769,18568.0,84,10,74,no
245706,15,581.0,51.0,11708,2010-01-07 16:41:56,2018-09-13 12:00:39,"Munich, Germany",1769,56051.0,67,13,54,no
245706,19,50.0,294.5,11708,2010-01-07 16:41:56,2018-09-13 12:00:39,"Munich, Germany",1769,802.0,6,2,4,yes
245706,21,75.0,210.5,11708,2010-01-07 16:41:56,2018-09-13 12:00:39,"Munich, Germany",1769,32350.0,10,5,5,yes
245706,23,80.0,176.0,11708,2010-01-07 16:41:56,2018-09-13 12:00:39,"Munich, Germany",1769,90300.0,12,8,4,yes
245706,25,230.0,271.0,11708,2010-01-07 16:41:56,2018-09-13 12:00:39,"Munich, Germany",1769,6432.0,25,4,21,yes
245706,26,315.0,128.0,11708,2010-01-07 16:41:56,2018-09-13 12:00:39,"Munich, Germany",1769,19059.0,33,3,30,yes
245706,34,15.0,1144.5,11708,2010-01-07 16:41:56,2018-09-13 12:00:39,"Munich, Germany",1769,529.0,2,1,1,yes
246676,1,884.0,28.0,44662,2010-01-08 19:43:13,2018-09-16 05:12:58,,185,7840.0,98,2,96,no
244190,1,864.0,29.0,21946,2010-01-05 19:28:04,2018-08-16 18:11:21,"Orlando, Florida, United States",261,10803365.0,173,168,5,no
244190,3,126.0,94.0,21946,2010-01-05 19:28:04,2018-08-16 18:11:21,"Orlando, Florida, United States",261,515232.0,23,18,5,no
244190,6,40.0,180.5,21946,2010-01-05 19:28:04,2018-08-16 18:11:21,"Orlando, Florida, United States",261,14297.0,6,4,2,no
245030,1,821.0,30.0,49261,2010-01-06 20:20:05,2018-09-14 15:49:54,Nigeria,98,23070.0,91,1,90,no
245030,3,88.0,127.5,49261,2010-01-06 20:20:05,2018-09-14 15:49:54,Nigeria,98,6905.0,12,5,7,no
244528,1,780.0,32.0,40084,2010-01-06 06:51:30,2018-06-21 16:21:09,"San Francisco, CA",170,11110.0,88,8,80,no
243181,1,773.0,33.0,34512,2010-01-04 12:55:09,2018-09-14 12:56:56,Germany,185,10578.0,81,5,76,no
243181,2,15.0,434.5,34512,2010-01-04 12:55:09,2018-09-14 12:56:56,Germany,185,131.0,2,1,1,no
243181,10,30.0,190.0,34512,2010-01-04 12:55:09,2018-09-14 12:56:56,Germany,185,2354.0,4,2,2,no
248129,1,769.0,34.0,37101,2010-01-11 14:53:53,2018-09-15 21:16:39,"Montreal, QC, Canada",2974,16728.0,89,17,72,no
248129,2,80.0,166.0,37101,2010-01-11 14:53:53,2018-09-15 21:16:39,"Montreal, QC, Canada",2974,12764.0,9,2,7,no
248129,3,513.0,27.0,37101,2010-01-11 14:53:53,2018-09-15 21:16:39,"Montreal, QC, Canada",2974,2732.0,53,1,52,no
248129,4,500.0,26.0,37101,2010-01-11 14:53:53,2018-09-15 21:16:39,"Montreal, QC, Canada",2974,64896.0,56,12,44,no
248129,5,1229.0,9.0,37101,2010-01-11 14:53:53,2018-09-15 21:16:39,"Montreal, QC, Canada",2974,44274.0,129,6,123,no
248129,6,1066.0,10.0,37101,2010-01-11 14:53:53,2018-09-15 21:16:39,"Montreal, QC, Canada",2974,7516.0,115,13,102,no
248129,7,190.0,57.5,37101,2010-01-11 14:53:53,2018-09-15 21:16:39,"Montreal, QC, Canada",2974,2742.0,22,6,16,no
248129,8,854.0,11.0,37101,2010-01-11 14:53:53,2018-09-15 21:16:39,"Montreal, QC, Canada",2974,878.0,91,4,87,no
248129,9,134.0,63.0,37101,2010-01-11 14:53:53,2018-09-15 21:16:39,"Montreal, QC, Canada",2974,5275.0,19,6,13,no
248129,10,25.0,209.0,37101,2010-01-11 14:53:53,2018-09-15 21:16:39,"Montreal, QC, Canada",2974,996.0,4,3,1,no
248129,14,41.0,471.0,37101,2010-01-11 14:53:53,2018-09-15 21:16:39,"Montreal, QC, Canada",2974,5698.0,9,7,2,no
248129,15,474.0,64.0,37101,2010-01-11 14:53:53,2018-09-15 21:16:39,"Montreal, QC, Canada",2974,247460.0,64,27,37,no
248129,16,905.0,27.0,37101,2010-01-11 14:53:53,2018-09-15 21:16:39,"Montreal, QC, Canada",2974,31613.0,112,34,78,yes
248129,17,185.0,133.5,37101,2010-01-11 14:53:53,2018-09-15 21:16:39,"Montreal, QC, Canada",2974,64226.0,24,11,13,yes
248129,18,422.0,66.0,37101,2010-01-11 14:53:53,2018-09-15 21:16:39,"Montreal, QC, Canada",2974,51402.0,53,14,39,yes
248129,20,138.0,145.5,37101,2010-01-11 14:53:53,2018-09-15 21:16:39,"Montreal, QC, Canada",2974,2204.0,17,4,13,yes
248129,21,213.0,82.0,37101,2010-01-11 14:53:53,2018-09-15 21:16:39,"Montreal, QC, Canada",2974,11894.0,25,6,19,yes
248129,23,346.0,57.0,37101,2010-01-11 14:53:53,2018-09-15 21:16:39,"Montreal, QC, Canada",2974,115590.0,41,10,31,yes
248129,30,80.0,339.0,37101,2010-01-11 14:53:53,2018-09-15 21:16:39,"Montreal, QC, Canada",2974,280.0,10,4,6,yes
248129,35,185.0,131.0,37101,2010-01-11 14:53:53,2018-09-15 21:16:39,"Montreal, QC, Canada",2974,417.0,20,3,17,yes
248129,36,354.0,64.0,37101,2010-01-11 14:53:53,2018-09-15 21:16:39,"Montreal, QC, Canada",2974,6027.0,41,7,34,yes
246164,6,200.0,53.0,23972,2010-01-08 05:45:07,2016-12-21 09:57:52,"Sydney, Australia",155,2980.0,21,2,19,no
246164,20,125.0,152.0,23972,2010-01-08 05:45:07,2016-12-21 09:57:52,"Sydney, Australia",155,71.0,13,1,12,yes
245520,1,695.0,36.0,6454,2010-01-07 12:55:04,2018-09-14 16:49:29,Ukraine,153,1643.0,70,1,69,no
242888,1,663.0,37.0,21260,2010-01-03 23:58:35,2018-05-25 14:10:27,India,377,767685.0,102,58,44,no
242888,2,175.0,82.5,21260,2010-01-03 23:58:35,2018-05-25 14:10:27,India,377,426987.0,27,19,8,no
242888,4,25.0,245.5,21260,2010-01-03 23:58:35,2018-05-25 14:10:27,India,377,17814.0,4,3,1,no
242888,6,55.0,149.5,21260,2010-01-03 23:58:35,2018-05-25 14:10:27,India,377,743.0,6,1,5,no
242888,7,23.0,214.0,21260,2010-01-03 23:58:35,2018-05-25 14:10:27,India,377,325.0,4,1,3,no
248343,31,40.0,617.0,43409,2010-01-11 19:51:49,2018-09-14 22:10:59,"Paris, France",899,1956.0,6,4,2,yes
243557,1,638.0,39.0,46295,2010-01-04 23:31:35,2018-09-13 17:19:22,The Great Southern Land,1618,11548522.0,101,73,28,no
243557,2,131.0,108.0,46295,2010-01-04 23:31:35,2018-09-13 17:19:22,The Great Southern Land,1618,67449.0,20,9,11,no
243557,3,100.0,115.0,46295,2010-01-04 23:31:35,2018-09-13 17:19:22,The Great Southern Land,1618,524.0,12,4,8,no
243557,4,191.0,62.0,46295,2010-01-04 23:31:35,2018-09-13 17:19:22,The Great Southern Land,1618,280.0,22,1,21,no
243557,5,61.0,138.5,46295,2010-01-04 23:31:35,2018-09-13 17:19:22,The Great Southern Land,1618,12195.0,11,5,6,no
243557,9,95.0,92.0,46295,2010-01-04 23:31:35,2018-09-13 17:19:22,The Great Southern Land,1618,28172.0,13,7,6,no
243557,10,82.0,101.0,46295,2010-01-04 23:31:35,2018-09-13 17:19:22,The Great Southern Land,1618,288042.0,20,16,4,no
243557,19,25.0,451.5,46295,2010-01-04 23:31:35,2018-09-13 17:19:22,The Great Southern Land,1618,1776.0,3,1,2,yes
247563,1,628.0,40.0,26475,2010-01-10 17:21:54,2018-02-03 10:41:29,Sweden,634,5916.0,72,4,68,no
247563,2,1243.0,12.0,26475,2010-01-10 17:21:54,2018-02-03 10:41:29,Sweden,634,2075.0,128,5,123,no
247563,8,1378.0,7.0,26475,2010-01-10 17:21:54,2018-02-03 10:41:29,Sweden,634,478130.0,158,38,120,no
247563,10,93.0,90.5,26475,2010-01-10 17:21:54,2018-02-03 10:41:29,Sweden,634,352.0,11,1,10,no
241924,1,613.0,41.0,3757,2010-01-01 13:28:57,2010-01-28 09:32:29,,104,1107323.0,93,54,39,no
244521,2,508.0,31.0,39303,2010-01-06 06:44:47,2018-09-05 21:36:38,"Walnut Creek, CA",829,20496.0,55,6,49,no
242383,1,557.0,43.0,10966,2010-01-02 18:20:08,2018-09-10 16:23:58,"Valdivia, Los Rios, Chile",144,39400.0,63,5,58,no
242520,2,228.0,62.5,13320,2010-01-03 01:53:24,2018-09-15 14:59:32,"Brisbane, Australia",5419,382714.0,32,16,16,no
242520,3,208.0,63.5,13320,2010-01-03 01:53:24,2018-09-15 14:59:32,"Brisbane, Australia",5419,55689.0,36,29,7,no
242520,4,399.0,34.0,13320,2010-01-03 01:53:24,2018-09-15 14:59:32,"Brisbane, Australia",5419,74.0,44,1,43,no
242520,10,240.0,42.0,13320,2010-01-03 01:53:24,2018-09-15 14:59:32,"Brisbane, Australia",5419,4906.0,34,11,23,no
242520,18,317.0,82.0,13320,2010-01-03 01:53:24,2018-09-15 14:59:32,"Brisbane, Australia",5419,1803.0,38,3,35,yes
242520,35,35.0,573.5,13320,2010-01-03 01:53:24,2018-09-15 14:59:32,"Brisbane, Australia",5419,243.0,4,1,3,yes
243494,1,538.0,44.5,44456,2010-01-04 21:46:17,2018-08-29 22:27:27,"Cupertino, CA",622,554297.0,96,83,13,no
243494,2,646.0,23.0,44456,2010-01-04 21:46:17,2018-08-29 22:27:27,"Cupertino, CA",622,1217118.0,113,93,20,no
